id;Area;MajorAxisLength;MinorAxisLength;Eccentricity;ConvexArea;EquivDiameter;Extent;Perimeter;Roundness;AspectRation
4366;6183;1519801764;5261473703;0.938162675;6306;887267722;0.835540541;341053;0.667982927;2888547677
4367;6184;1528100817;5290201198;0.938162757;6323;8873394697;0.588280061;341848;0.664987158;2888549527
4368;5309;1412887668;4891029457;0.938170857;5451;8221696141;0.528574273;313077;0.680644379;288873269
4369;7200;1646538465;5699786131;0.938172611;7446;957461473;0.519592986;378561;0.631350633;2888772364
4370;5739;1473636671;5101184944;0.938174385;5928;8548170417;0.569684336;331295;0.657077091;2888812476
4371;7199;1641464845;5682097237;0.938175436;7394;9573949803;0.54287007;371538;0.655353404;2888836246
4372;6697;1586850192;5493027534;0.938175797;6870;923411351;0.643694733;359802;0.65007433;2888844417
4373;6670;1585940108;548985945;0.93817621;6861;9215480326;0.729360306;356774;0.65849018;2888853754
4374;6808;1597693171;5530217245;0.938183747;7007;9310324817;0.57114094;360621;0.657850766;2889024247
4375;5658;1457131943;5043640621;0.938184793;5800;8487631792;0.830105634;322106;0.685291236;2889047917
4376;6394;1543423325;5342320861;0.938184895;6533;9022800923;0.516853933;344248;0.678015535;2889050218
4377;6477;1560262965;5400507622;0.938187284;6699;9081174225;0.490979381;354679;0.647012708;2889104273
4378;6852;1607529367;556392637;0.938191496;7065;9340362606;0.739717154;366252;0.641899753;2889199569
4379;7110;1629771305;5640803176;0.938193901;7333;9514585205;0.624341412;370628;0.650433667;2889253985
4380;6419;1550851337;5367511599;0.938197269;6581;9040422909;0.648383838;34671;0.671033966;2889330201
4381;4689;1323327583;4579934204;0.938200487;4817;7726720019;0.572947214;299927;0.65502665;2889403043
4382;6344;1539124285;5326620614;0.938204544;6525;8987453294;0.65945946;35149;0.645278345;2889494852
4383;6457;1557383138;538971885;0.938206729;6668;9067142736;0.674289891;350936;0.658847356;28895443
4384;6355;1540610824;533159757;0.938208559;6484;899524169;0.489674834;344203;0.674056214;2889585727
4385;7369;1661318131;5749305302;0.938209102;7606;9686331713;0.702210787;383951;0.628154991;2889598037
4386;5713;1121976046;6559798516;0.811274998;5837;8528785095;0.683046389;289249;0.85808509;1710381872
4387;4702;1340469867;463884277;0.938212033;4874;7737423563;0.490200167;299319;0.659513846;288966437
4388;6065;1506211963;5212407846;0.938212121;6257;8787603677;0.728791156;340491;0.657399539;2889666364
4389;6459;1556901729;5387783532;0.938213108;6707;9068546862;0.560677083;354906;0.644389515;2889688718
4390;5286;1415187577;4897359393;0.938213393;5450;8203867523;0.631541219;316673;0.662391804;2889695167
4391;6039;1509849246;5224941351;0.938213433;6228;8768747693;0.491575092;340345;0.655143059;2889696065
4392;5519;1437898985;4975850345;0.938216049;5727;8382725719;0.655618912;321966;0.66903715;2889755289
4393;5991;150447665;5206211025;0.938216818;6172;8733829694;0.763768486;340648;0.648780065;2889772701
4394;5155;1391600791;481522381;0.938226957;5248;8101573831;0.496436826;306074;0.691489604;2890002304
4395;5715;1459094754;5048630808;0.938230394;5807;8530277837;0.49034749;325974;0.67586534;2890080122
4396;6688;158218817;5474280616;0.938236621;6843;9227906629;0.716597021;355153;0.666308193;2890221165
4397;5367;1424011875;4926725463;0.938243722;5518;8266484523;0.486141304;32058;0.656248933;2890382031
4398;5768;1471936363;5092460859;0.938245509;5900;8569740774;0.801111111;329599;0.667211226;2890422535
4399;5695;1466241822;5072593156;0.938249691;5875;8515338635;0.689050212;335058;0.637475662;2890517291
4400;6073;1506892732;5213219244;0.938249919;6266;8793397384;0.483019168;346871;0.634274367;2890522461
4401;5177;1392666996;481789469;0.938253924;5279;8118842974;0.479041362;307516;0.68794322;2890613195
4402;5212;1398308649;4837329545;0.938256093;5353;8146241162;0.585092052;312761;0.669559359;289066237
4403;6162;1518391473;5252622921;0.938259078;6309;8857596782;0.561151079;339681;0.671102795;2890730014
4404;5838;1475939896;5105504143;0.938265688;5997;8621584809;0.4865;334118;0.657164672;2890879832
4405;6360;1546708758;5350111676;0.938270286;6531;8998779642;0.517830972;347092;0.663403521;2890984061
4406;6389;1553541657;5373733743;0.938270597;6579;9019272394;0.465195864;352678;0.645484791;2890991126
4407;5563;1447619009;5007203809;0.938274194;5655;841607485;0.827704211;322238;0.673233033;2891072671
4408;5764;1468123859;5078065878;0.938275767;5935;8566768782;0.694960212;330674;0.662420461;2891108337
4409;5050;1385594016;479258828;0.938276211;5273;8018640596;0.737226277;31324;0.646765449;2891118401
4410;6472;1555941302;5381434451;0.938284806;6620;9077668386;0.542588867;35059;0.661682005;2891313304
4411;6691;1587463452;5490444124;0.93828513;6879;9229976053;0.525155011;353659;0.672251012;2891320659
4412;5777;1476846393;5107856391;0.938285244;5936;8576423993;0.770574897;329491;0.668690447;2891323248
4413;5089;138310717;4783392483;0.938292045;5241;8049544113;0.532991202;310042;0.665275079;2891477492
4414;5729;1472515364;5091982945;0.938307623;5858;8540719731;0.823132184;328035;0.6690342;2891830903
4415;5352;1420214768;4911110516;0.93830804;5522;8254924617;0.735164835;317177;0.668532608;2891840375
4416;6051;1512463713;5230090792;0.938308456;6200;8777455488;0.796288985;338977;0.661753967;2891849824
4417;5468;143400818;4958655633;0.938311961;5634;834390426;0.485958052;321153;0.666214995;2891929358
4418;5948;1500148006;5187349569;0.938312229;6117;8702430012;0.655643739;335611;0.663603167;289193544
4419;6746;1590621382;5499915419;0.938318746;6932;9267833603;0.473403509;360164;0.653515058;2892083352
4420;5542;1438003338;4972151418;0.938320138;5665;8400174734;0.612917496;323753;0.664429311;2892114936
4421;6228;152455322;527140887;0.938320237;6406;8904906448;0.759975595;339986;0.67707441;2892117189
4422;6162;1520364786;5256743996;0.938324663;6295;8857596782;0.755980861;3358;0.686704944;2892217667
4423;5848;1494619439;5167569526;0.938328572;6121;8628965672;0.534845436;339268;0.638456673;2892306396
4424;5426;1433079948;4954715803;0.938330734;5594;8311797501;0.551310709;320701;0.662962594;2892355495
4425;6743;1592897953;5507254401;0.93833107;6959;9265772634;0.479553375;358773;0.658299491;2892363122
4426;5586;1447527997;5004620781;0.938331945;5749;8433454866;0.517701576;324887;0.665037489;289238298
4427;4641;1315645062;4548564531;0.938334462;4753;7687070136;0.504456522;294107;0.674234095;2892440137
4428;6599;1573459539;5439895881;0.938334642;6795;9166301193;0.61552094;354592;0.659523274;289244422
4429;7022;1627873407;562791359;0.938337052;7211;9455521182;0.808055236;365549;0.660358069;2892498936
4430;6051;1503647885;5198325481;0.93833983;6153;8777455488;0.84582052;332898;0.686143013;2892562019
4431;6581;1571298922;5432141636;0.93834131;6816;915379126;0.49481203;355065;0.655973093;2892595641
4432;5948;1494170066;5165409575;0.938343522;6045;8702430012;0.512316968;332754;0.675047377;2892645868
4433;6584;1572811868;5437038962;0.938349112;6724;9155877436;0.492740608;353968;0.660346199;2892772848
4434;6740;1587570109;5487775923;0.938355625;6926;9263711206;0.534920635;361193;0.649218834;2892920796
4435;5497;1435004221;4960393374;0.938355776;5638;8366001301;0.498097137;319537;0.676539712;2892924235
4436;5374;1411319993;4878336292;0.938360672;5545;8271873617;0.528937008;325598;0.637006801;2893035471
4437;6471;1562437284;5400406974;0.938367223;6667;9076967056;0.640819964;352855;0.653113577;2893184331
4438;5605;1452842863;5021332738;0.938374123;5768;84477853;0.580227743;325605;0.664359807;2893341147
4439;5820;1477229729;5105583917;0.938374996;5993;8608283308;0.546992481;330154;0.670964777;2893360981
4440;6313;1182742521;6909778276;0.811597777;6524;8965467777;0.642348392;305571;0.849613457;1711693884
4441;5661;1460182088;5046639788;0.938375608;5864;8489881662;0.488354037;343232;0.603847784;2893374897
4442;5226;139724788;4829061559;0.93837737;5402;8157174671;0.563693237;31349;0.668239103;2893414928
4443;6837;1596267253;5516729214;0.938381244;6979;9330133315;0.507798574;353884;0.686046557;2893503001
4444;6559;1567136549;5415909184;0.938384623;6738;9138478087;0.590900901;35245;0.663517628;2893579814
4445;5558;1442369672;4984642342;0.938386708;5679;8412291834;0.48754386;322515;0.671473024;2893627211
4446;6570;1567284974;5416119699;0.938391729;6886;9146137878;0.567210567;377775;0.578507249;2893741389
4447;7256;1646342594;5689113611;0.938396386;7453;9611777222;0.507128879;375916;0.64524629;2893847279
4448;6340;1554203851;537068023;0.938397288;6590;8984619476;0.487205103;35729;0.624104623;2893867787
4449;6863;161263931;5572428783;0.938401398;7086;9347856971;0.623002905;362614;0.655895616;2893961274
4450;5743;1462804873;5054566505;0.93840426;5888;8551148873;0.603636746;3284;0.669179123;2894026365
4451;6078;1513197819;5228609332;0.938406319;6199;8797016513;0.690368015;335884;0.677005079;2894073209
4452;4979;1365537397;4718007282;0.938416712;5126;7962072402;0.668501611;308725;0.656460186;2894309643
4453;7031;1624544829;5612196373;0.938432483;7247;9461578747;0.64777962;369627;0.646695125;2894668542
4454;5781;1472997786;5088649634;0.938432689;5916;8579392641;0.565655577;330336;0.665734436;2894673228
4455;7067;1627753253;5623146071;0.938435518;7218;9485770323;0.526131626;362491;0.675850281;2894737631
4456;6125;1519497426;5249165986;0.938435652;6267;8830963827;0.48061833;342018;0.657988087;2894740669
4457;6484;1558211086;5382898841;0.938435772;6676;9086080127;0.576458037;35164;0.658955865;2894743393
4458;6333;1540128333;5320372391;0.938437179;6477;8979658143;0.489148065;341688;0.681647582;2894775441
4459;5490;143478096;4956186857;0.938443929;5633;836067288;0.658273381;323967;0.657325772;2894929109
4460;6460;1553773573;5367136297;0.938446029;6619;9069248844;0.699134199;349414;0.664908337;2894976925
4461;6647;1572292714;5431036023;0.938447672;6811;9199577846;0.78989899;350432;0.680186532;2895014334
4462;6259;1531980641;5291781795;0.938447857;6389;8927041117;0.48220339;343938;0.664897182;289501854
4463;6178;153792609;531206807;0.938453853;6401;8869088965;0.724692082;350737;0.631094801;2895155088
4464;6085;1509619577;5214208954;0.938455977;6210;8802080794;0.726220313;337555;0.67109091;2895203454
4465;6408;1553907209;5367046117;0.938459099;6581;9032673471;0.790233074;348479;0.663100176;289527456
4466;4528;1308493354;451928355;0.938462663;4689;7592910284;0.655092593;294104;0.657831128;2895355734
4467;5929;1493430437;5158005382;0.938463037;6115;8688519587;0.48203252;337858;0.652713959;2895364248
4468;5363;1414507096;4885379427;0.938464097;5482;8263403463;0.771654676;31874;0.663352736;2895388408
4469;6923;1618753579;5590751855;0.938465178;7140;9388630022;0.480430257;36501;0.652972167;2895413034
4470;5530;1437621631;4964876963;0.938472665;5666;8391075427;0.510335917;321853;0.670841424;28955836
4471;6687;158770996;5483208959;0.938472743;6856;9227216718;0.561602419;356701;0.66043873;2895585362
4472;6327;1544974897;5335604051;0.93847317;6590;8975403389;0.625383019;354484;0.632724168;2895595104
4473;5705;1464014789;5055920968;0.938475322;5821;852281151;0.494710371;326114;0.674103568;2895644133
4474;6031;1504246045;5194843595;0.938475678;6184;8762937689;0.546286232;337738;0.664414861;2895652232
4475;5474;1425608345;4923124846;0.938479475;5638;8348480861;0.517489128;31919;0.675174612;2895738762
4476;6154;1516704016;5237705232;0.938479593;6340;8851845095;0.593557099;343403;0.655781538;2895741454
4477;4722;1333707865;4605738464;0.938480078;4837;7753861703;0.800881954;300314;0.657937575;2895752495
4478;6889;1606422591;5547493716;0.93848053;7026;9365547087;0.49330469;359213;0.670906436;2895762795
4479;6403;1548573708;5347524069;0.938485255;6559;90291488;0.503895491;345166;0.675363128;2895870478
4480;6485;1562068626;5393881151;0.93849099;6639;9086780754;0.494095238;349459;0.667309619;2896001195
4481;3677;1174227419;4054624168;0.938491831;3821;6842296256;0.633965517;266084;0.652628406;2896020373
4482;6576;1570991511;5424458046;0.938496474;6762;9150313244;0.510955711;350459;0.67281743;2896126208
4483;6156;1523600529;5260698773;0.938499456;6307;8853283367;0.695986433;339184;0.672415569;2896194204
4484;6375;155285385;5361666998;0.938500353;6546;9009385161;0.469786293;348834;0.658343326;2896214648
4485;5444;1434455035;4952769251;0.938502722;5566;8325572702;0.480833775;321136;0.663361089;2896268658
4486;5127;1386636915;4787649514;0.938503179;5245;8079541538;0.678174603;309395;0.67304887;2896279085
4487;6112;1511842464;521992237;0.938503789;6299;8821587214;0.750859951;342873;0.653321025;2896293003
4488;5866;1486993095;5134021587;0.938506353;6023;8642235341;0.674252874;333246;0.663776744;2896351466
4489;5281;1411752577;4874223727;0.9385069;5401;8199986607;0.592704826;318343;0.654840335;2896363925
4490;6244;153053193;5284177376;0.938510373;6398;8916337655;0.496619741;339188;0.682011661;2896443138
4491;6312;1538683731;5312281617;0.938511328;6415;8964757669;0.809230769;343227;0.673308296;2896464914
4492;5758;1473804341;5088072836;0.938516662;5986;8562308858;0.648204435;336596;0.638651039;2896586563
4493;5754;1474747171;5091298949;0.938517382;5950;8559334285;0.499479167;334192;0.647422253;289660298
4494;5958;1495659794;5163165183;0.938525518;6127;8709742366;0.675510204;338167;0.654708401;289678858
4495;7970;1333920012;7787913595;0.811871168;8170;1007358882;0.674966125;34978;0.818612249;1712807925
4496;5767;1468424861;5069133122;0.938525878;5934;8568997873;0.63569224;332709;0.654682478;2896796801
4497;6732;1586723886;5477502086;0.938526105;6882;9258211823;0.736139967;355625;0.668912642;2896801974
4498;5113;1394690077;4814565327;0.938526637;5271;806850283;0.472900481;315131;0.64699869;2896814109
4499;6420;1558601551;5380202701;0.938531268;6601;9041127074;0.550411523;353062;0.647206601;2896919759
4500;6771;1596554335;5510982671;0.938536586;7056;9284990553;0.610219899;363126;0.645279676;2897041109
4501;6092;1517198362;5236784747;0.938543304;6250;8807142162;0.505140962;339906;0.662601015;2897194433
4502;4849;1351118397;4663504133;0.938544297;4978;7857441411;0.479387049;303453;0.661727491;289721711
4503;6549;1570376643;5419790312;0.938556076;6781;9131509064;0.628563202;360125;0.634568211;2897485978
4504;6570;1570940755;5421715507;0.938556584;6744;9146137878;0.543154762;35274;0.66353802;2897497579
4505;6411;1560281;5384835627;0.938558713;6606;9034787613;0.569967994;350159;0.657060038;2897546198
4506;6315;1538804301;5310694798;0.938559204;6467;8966887824;0.514041514;343289;0.673385009;28975574
4507;6521;155859718;5378964119;0.938560136;6656;9111967445;0.495592035;347287;0.679433585;2897578688
4508;6621;1578824169;5448483006;0.938566835;6795;9181567963;0.51661985;352675;0.668935281;2897731656
4509;6623;1582898948;5462510089;0.938567645;6841;9182954592;0.530009603;354014;0.664085113;2897750159
4510;4689;1330674548;4591853956;0.938574319;4785;7726720019;0.513806706;29652;0.670165573;2897902592
4511;6824;1602889828;553091454;0.938581021;7026;9321258849;0.47133582;368061;0.633008117;2898055677
4512;6744;1595187098;5504229882;0.938583457;6923;9266459674;0.607567568;357056;0.664744503;2898111329
4513;5699;1458819615;5033675725;0.938583835;5820;8518328572;0.657931194;324554;0.679883637;2898119971
4514;6206;1519718381;5243787053;0.938584334;6357;8889164536;0.816686406;349729;0.637614732;289813138
4515;5574;144642652;4990574367;0.938592447;5719;8424391505;0.812062937;327374;0.653564507;2898316733
4516;5310;1412157461;4872331453;0.93859258;5447;8222470421;0.663418291;317549;0.661733142;2898319778
4517;6496;1563013513;5392723848;0.938594989;6642;9094484088;0.478703021;354077;0.651119117;2898374842
4518;5187;1397809844;4822540851;0.938600137;5300;8126680453;0.506048781;313227;0.664366507;289849249
4519;4929;1373990259;4740325194;0.938601112;5156;7921993257;0.749543796;310734;0.641491832;2898514771
4520;6497;1216538467;7097172099;0.81219167;6795;9095184067;0.679673606;321089;0.791902795;1714117186
4521;6961;1612107556;5561752734;0.938603103;7145;941436162;0.815869667;361232;0.670361504;289856028
4522;5675;1470680915;5073716397;0.938606003;5901;8500373178;0.4961098;327799;0.663682676;2898626568
4523;5967;1494622157;5156253115;0.938607439;6131;8716318238;0.502272727;337302;0.659064728;2898659403
4524;5257;1412458524;4872795746;0.938607529;5399;8181332585;0.743354072;315308;0.6644738;2898661462
4525;6615;1584504227;5466261658;0.938609132;6843;9177406817;0.805234327;353061;0.666868523;2898698098
4526;6518;1573584104;542852617;0.938610603;7170;9109871213;0.511215686;433176;0.436511256;2898731727
4527;6220;1525263838;5261752238;0.938612517;6387;8899185338;0.511934156;342677;0.66562609;2898775482
4528;6003;1498715777;5169940345;0.938618112;6126;8742572269;0.83375;330483;0.690684896;2898903425
4529;6975;1620864029;5591014966;0.938624587;7179;9423823971;0.620441203;371008;0.636777233;2899051494
4530;5602;1456454653;5023861648;0.93862557;5740;8445524217;0.488574917;325806;0.66318518;2899073969
4531;6513;1566795179;5404389975;0.938627395;6693;9106376423;0.516904762;349153;0.671366066;2899115694
4532;6165;1531853364;5283789107;0.938629196;6372;8859752702;0.475914775;345904;0.647488078;2899156898
4533;6214;1531000938;5280641197;0.93863418;6384;8894892091;0.753212121;344815;0.656763204;2899270904
4534;4592;1318543682;454771248;0.938637894;4705;7646382144;0.711937985;294566;0.665038072;2899355857
4535;5734;1472440919;50784924;0.938638346;5898;8544445886;0.506716154;328452;0.667918898;2899366195
4536;4893;1348465874;4650691214;0.938644002;5001;7893010257;0.5038616;300227;0.682158958;2899495606
4537;6318;1543938179;5324528465;0.938651675;6451;8969017473;0.481995728;346691;0.660547952;2899671189
4538;6593;1579644417;5447543822;0.938654549;6784;9162133113;0.61456003;354575;0.658986802;2899736961
4539;5284;1411869431;4868949258;0.938654748;5430;8202315377;0.623186697;319477;0.650569169;2899741517
4540;6993;1621609412;5592238005;0.938655134;7256;9435975909;0.794659091;369163;0.644817862;2899750352
4541;6551;1569354385;5411979773;0.938656374;6696;9132903294;0.535212418;352666;0.661896797;2899778733
4542;4813;1347099973;4645361551;0.93866088;4943;782821942;0.687964551;30244;0.661221957;2899881868
4543;5313;1424568763;4912503353;0.938660953;5530;8224792825;0.473951829;32053;0.649848787;2899883543
4544;5410;1428873596;4927302215;0.938662136;5538;8299533684;0.49190762;317472;0.674522239;2899910607
4545;6104;151407756;5221073295;0.938663221;6235;8815812034;0.482758621;340166;0.662891702;2899935461
4546;4884;1355873697;4675415025;0.938666353;5026;7885747863;0.627118644;304235;0.663081894;2900007143
4547;6330;1193060379;6959224632;0.812250574;6457;8977531018;0.61852648;30743;0.84162976;1714358196
4548;5718;1132547877;6589705215;0.813297674;5860;8532516462;0.780507781;291804;0.8438622;1718662429
4549;6940;1240619074;7213233724;0.813602064;7122;9400150233;0.63588052;318604;0.85914583;1719920803
4550;5484;1436324594;4952826705;0.938666468;5635;8356102957;0.777210884;323007;0.660516151;2900009792
4551;6592;1578867595;5444036802;0.938673817;6790;9161438249;0.471328471;359963;0.639309764;2900178034
4552;6871;1603769121;552973114;0.938677658;7055;9353303647;0.528010451;360061;0.66600524;2900266
4553;6419;1553051386;5354594257;0.938683906;6593;9040422909;0.642993088;349977;0.658564372;2900409091
4554;6429;1554850543;5360776942;0.938684389;6617;9047462093;0.603322072;351085;0.655433659;2900420144
4555;6320;1538880757;5305712831;0.938684481;6498;8970436959;0.569574622;350325;0.647119789;2900422255
4556;6280;1534843514;5291779575;0.93868481;6434;894200444;0.560714286;342328;0.673417909;2900429793
4557;6023;150620599;5192920856;0.938687816;6181;875712383;0.67628565;33734;0.66510015;2900498645
4558;6991;1625392362;5603674568;0.938691502;7227;9434626467;0.502371371;367479;0.650555143;2900583078
4559;6797;1601858555;5521991891;0.938704064;6998;9302800216;0.679020979;358296;0.665339358;2900870894
4560;6360;1550647016;534541521;0.938704969;6540;8998779642;0.514813016;34548;0.669608808;2900891614
4561;6402;1549916494;5342878203;0.938705413;6574;9028443701;0.492461539;344962;0.676056542;290090179
4562;6492;1563527308;5389787763;0.93870564;6655;9091683631;0.771479501;350895;0.662573429;2900907005
4563;5356;141640659;488249197;0.938709311;5463;8258008841;0.501498127;315096;0.677898468;2900991131
4564;6597;1583955071;5460040439;0.938709486;6817;9164912044;0.530262841;355668;0.655340129;2900995128
4565;6423;1556987838;5366911848;0.938713496;6700;904323924;0.54566307;382448;0.551827066;2901087034
4566;7368;166308159;5732615053;0.938713501;7545;9685674455;0.675839296;374142;0.661434059;2901087156
4567;6729;1592228703;5488379385;0.938713661;6831;9256148711;0.476018676;355651;0.668516797;2901090817
4568;5445;143138543;4933905002;0.938714968;5557;8326337323;0.483913971;320285;0.667013385;2901120775
4569;4621;131381871;452860602;0.938716452;4752;7670488861;0.778732727;293789;0.672782631;2901154802
4570;6159;152437784;5254314292;0.938718107;6401;8855440337;0.606678487;35494;0.614341959;2901192724
4571;6574;1573833651;5424617623;0.938721929;6735;9148921667;0.755632184;350811;0.671263694;2901280349
4572;4965;1360388998;4688737951;0.938727015;5090;7950870606;0.517510944;304518;0.672826641;2901396947
4573;6427;1551564138;5347478894;0.93873095;6541;9046054695;0.475018478;347246;0.669797713;2901487166
4574;7060;1632103331;5625045259;0.938731234;7324;948107124;0.474653758;378233;0.620148547;2901493687
4575;6150;1522396851;5246859116;0.938733228;6308;8848967849;0.568234316;336348;0.68313617;290153941
4576;6091;1516010944;5224666834;0.938737674;6252;8806419288;0.497793397;339559;0.663846961;2901641371
4577;6500;156490197;5393125949;0.938738502;6694;9097283683;0.801282051;351762;0.660123779;2901660345
4578;6323;1543666607;5319899529;0.938739522;6476;8972565765;0.831973684;349844;0.649208483;290168376
4579;6097;1167320461;6772621936;0.814484497;6269;8810755645;0.810340245;300099;0.850740215;172358722
4580;6661;1578854577;5441089605;0.938741321;6842;9209260886;0.513490595;35309;0.671395555;2901725006
4581;6565;1576307948;5432160869;0.938744872;6714;914265695;0.50609004;353659;0.659591675;2901806456
4582;6386;1546451652;5329259044;0.938745185;6549;9017154614;0.518344156;350021;0.65501399;2901813629
4583;5507;1451606053;5002380256;0.938745928;5737;837360745;0.570318973;3306;0.633168415;2901830685
4584;5893;1498612189;5164219342;0.938749573;6117;8662101729;0.503675214;338069;0.647941217;2901914287
4585;5748;1470556086;5067284989;0.938755888;5890;8554870486;0.50844759;331471;0.65740885;2902059167
4586;6817;1597163301;5503497285;0.938757141;6954;9316476789;0.574353358;355311;0.678556246;2902087924
4587;6383;1550983833;5344350964;0.938757646;6525;9015036336;0.491;3463;0.668851531;2902099512
4588;6101;1519317947;5235201483;0.93875851;6254;8813645365;0.569335573;338556;0.668882539;2902119339
4589;5383;1416935293;488240788;0.938758712;5541;8278797298;0.575106838;315409;0.679964252;2902123968
4590;5705;146622965;5052130323;0.938762059;5833;852281151;0.558656483;327466;0.668548753;2902200767
4591;6150;1528093546;5265275875;0.938762454;6419;8848967849;0.597667639;352897;0.620567528;2902209841
4592;7050;1626772039;5605242832;0.938763461;7275;9474354221;0.61512957;367295;0.656702922;2902232941
4593;6314;1540053413;5306431542;0.938763737;6448;8966177829;0.529431494;34687;0.659448616;2902239293
4594;5561;1440442829;4963119571;0.938766087;5691;8414561847;0.511356322;318753;0.687787371;2902293222
4595;6889;125600932;727889661;0.814953975;7193;9365547087;0.725157895;330227;0.793854463;1725549059
4596;6932;1617276751;5572266744;0.938769336;7069;9394730717;0.484112019;360768;0.669287017;290236779
4597;6547;1570100614;5409639751;0.938771285;6678;9130114621;0.817557443;35015;0.671033101;2902412519
4598;6633;1588945002;5474543527;0.938771813;6806;9189884602;0.480512895;35402;0.665065265;2902424639
4599;6738;1601740264;5518624325;0.938771903;7060;9262336667;0.575700615;37129;0.61420644;2902426709
4600;5472;1434930797;4943706009;0.93877687;5620;8346955606;0.517300057;321546;0.665073632;2902540713
4601;4825;1354454112;4666416071;0.938777603;4978;7837972189;0.555875576;304343;0.654606852;2902557534
4602;7004;125980946;7300071527;0.81500183;7160;9443394396;0.751744124;324364;0.836547694;1725749475
4603;5893;1491614658;5138818704;0.938781244;6124;8662101729;0.474935526;345812;0.619250243;290264114
4604;6047;1514145403;5216439333;0.938781266;6218;877455385;0.469487578;341465;0.651714587;2902641642
4605;6565;1570094853;5409172489;0.938781743;6743;914265695;0.498594972;351982;0.665891828;2902652589
4606;5787;1476216958;5085729452;0.93878229;5913;8583843688;0.50182102;328802;0.672658207;2902665137
4607;6039;1506714016;5190690543;0.938784838;6201;8768747693;0.750559284;345164;0.636977229;2902723643
4608;6014;1505619544;518689997;0.938785327;6141;8750578622;0.499833777;336351;0.668017502;2902734876
4609;5884;1493160254;5143958855;0.938785782;6067;8655484667;0.529136691;33472;0.659962414;290274533
4610;5714;1472625967;5073119373;0.938788238;5941;8529531499;0.514913941;333802;0.644424779;2902801726
4611;5292;1411139593;4861251227;0.93878956;5411;82085222;0.475557153;316406;0.664263331;2902832064
4612;6641;1577767608;5435218374;0.938790761;6781;919542485;0.490291621;354165;0.665322275;2902859646
4613;5751;1475106048;5081462899;0.938793219;5953;8557102677;0.502797692;334961;0.644116972;2902916103
4614;6225;1529302494;5268140972;0.938793663;6397;8902761463;0.601449275;344949;0.657414743;2902926293
4615;7075;1632974983;5625148373;0.938796439;7239;9491137855;0.82923113;365276;0.666337157;2902990062
4616;5241;1399666678;4821140868;0.938804953;5338;8168872905;0.479945055;312725;0.673439865;2903185608
4617;6624;1573476177;5419718553;0.938807466;6792;9183647829;0.630376856;353177;0.667337241;2903243336
4618;6395;1559622846;5371837019;0.938811342;6617;9023506463;0.580045352;351209;0.65150708;2903332399
4619;4224;127173032;4380171676;0.938813418;4434;7333596551;0.717391304;286727;0.645649163;2903380082
4620;5489;1438742886;4955096577;0.938821323;5625;83599114;0.62602646;32171;0.666459823;2903561745
4621;6863;1605079718;5527873435;0.93882349;7073;9347856971;0.598082789;363334;0.653298683;2903611554
4622;5733;1468821375;5058591072;0.938823751;5887;8543700785;0.64084507;330037;0.661403585;2903617538
4623;6901;1616717885;5567907965;0.938824561;7119;9373700496;0.609521286;364251;0.653612555;2903636151
4624;7198;1279767545;7411271713;0.815248866;7453;957328483;0.594876033;334895;0.806500014;1726785355
4625;7252;1277521791;7397841379;0.815272493;7414;9609127525;0.601626016;33517;0.81121763;172688454
4626;6912;1613138024;5555505485;0.938826234;7098;9381168229;0.590769231;365442;0.650394224;2903674613
4627;5245;1404892028;4838258688;0.938827955;5420;8171989606;0.481192661;317372;0.654362103;2903714164
4628;6614;158038116;5442527317;0.938830097;6796;9176713109;0.489201183;354827;0.660147124;2903763396
4629;5923;1494310229;5145816391;0.938837443;6076;8684122191;0.719159786;337885;0.651949223;2903932273
4630;6115;1518494333;5229067784;0.938838147;6268;8823751932;0.70775463;338117;0.672159454;2903948459
4631;4919;1359770552;4682326524;0.938842518;5070;7913953071;0.723382353;306508;0.657965403;2904048969
4632;6860;1240222453;7180543256;0.815347281;7031;9345813649;0.64759747;317048;0.857598364;1727198638
4633;5299;1415884317;4875528093;0.93884315;5431;8213949323;0.507129869;31746;0.660732638;2904063498
4634;6272;1533942905;528186523;0.938847736;6381;8936307081;0.478851733;340936;0.678063225;2904168959
4635;6957;1615694913;5563343589;0.9388482;7112;9411656343;0.714711321;361745;0.66807742;2904179631
4636;6291;154537456;5321140262;0.938849822;6496;8949832387;0.4798627;350181;0.644680289;2904216924
4637;5980;1503040879;5175215467;0.938853691;6105;8725807973;0.463027487;337827;0.658449292;2904305895
4638;5661;1453828474;5005733691;0.938854584;5794;8489881662;0.792857143;328176;0.66052519;2904326446
4639;6224;1522267231;5241310905;0.938856197;6346;8902046353;0.48315479;339141;0.680015568;2904363544
4640;5270;1409082799;4851564554;0.938857279;5423;819144212;0.504354484;316874;0.659549305;2904388436
4641;5375;142494815;4906155253;0.938858173;5519;8272643201;0.617106774;318832;0.664453396;2904409006
4642;6292;1538778613;5298051761;0.938858804;6509;8950543679;0.480305344;352098;0.63778083;2904423517
4643;7370;1667127483;5739885221;0.938860449;7591;9686988926;0.506424792;37579;0.655823408;290446136
4644;6401;1200275153;6913900082;0.817431188;6582;9027738546;0.616726082;312458;0.823899794;1736031962
4645;7340;1287641469;741480048;0.817559903;7491;9667253104;0.620351589;328858;0.8528823;1736582761
4646;5890;1493361996;5141338292;0.938867226;5985;8659896604;0.465391909;334263;0.662443046;2904617264
